13.82944,2.219001,1,0,0,0,0
11.40438,3.839377,1,0,0,0,0
9.784,6.264441,1,0,0,0,0
9.215,9.125,1,0,0,0,0
9.784,11.98556,1,0,0,0,0
11.40438,14.41062,1,0,0,0,0
13.82944,16.031,1,0,0,0,0
16.69,16.6,1,0,0,0,0
19.55056,16.031,1,0,0,0,0
21.97562,14.41062,1,0,0,0,0
23.596,11.98556,1,0,0,0,0
24.165,9.125,1,0,0,0,0
23.596,6.264441,1,0,0,0,0
21.97562,3.839377,1,0,0,0,0
19.55056,2.219001,1,0,0,0,0
24.30908,-1.505924,1,0,0,0,0
26.6448,-5.001586,1,0,0,0,0
27.465,-9.125,1,0,0,0,0
26.6448,-13.24841,1,0,0,0,0
24.30908,-16.74408,1,0,0,0,0
20.81341,-19.0798,1,0,0,0,0
16.69,-19.9,1,0,0,0,0
12.56659,-19.0798,1,0,0,0,0
9.070925,-16.74408,1,0,0,0,0
6.735198,-13.24841,1,0,0,0,0
5.915,-9.125,1,0,0,0,0
6.735198,-5.001586,1,0,0,0,0
9.070925,-1.505924,1,0,0,0,0
9.070925,1.505924,1,0,0,0,0
6.735198,5.001586,1,0,0,0,0
5.915,9.125,1,0,0,0,0
6.735198,13.24841,1,0,0,0,0
9.070925,16.74408,1,0,0,0,0
12.56659,19.0798,1,0,0,0,0
16.69,19.9,1,0,0,0,0
20.81341,19.0798,1,0,0,0,0
24.30908,16.74408,1,0,0,0,0
26.6448,13.24841,1,0,0,0,0
27.465,9.125,1,0,0,0,0
26.6448,5.001586,1,0,0,0,0
24.30908,1.505924,1,0,0,0,0
19.55056,-2.219001,1,0,0,0,0
21.97562,-3.839377,1,0,0,0,0
23.596,-6.264441,1,0,0,0,0
24.165,-9.125,1,0,0,0,0
23.596,-11.98556,1,0,0,0,0
21.97562,-14.41062,1,0,0,0,0
19.55056,-16.031,1,0,0,0,0
16.69,-16.6,1,0,0,0,0
13.82944,-16.031,1,0,0,0,0
11.40438,-14.41062,1,0,0,0,0
9.784,-11.98556,1,0,0,0,0
9.215,-9.125,1,0,0,0,0
9.784,-6.264441,1,0,0,0,0
11.40438,-3.839377,1,0,0,0,0
13.82944,-2.219001,1,0,0,0,0
16.69,1.5,1,0,0,0,0
16.69,-1.5,1,0,0,0,0
15.25972,1.8595,0,0,0,0,0
18.12028,1.8595,0,0,0,0,0
15.25972,-1.8595,0,0,0,0,0
18.12028,-1.8595,0,0,0,0,0
15.25972,1.8595,0,0,0,0,0
18.12028,1.8595,0,0,0,0,0
15.25972,-1.8595,0,0,0,0,0
18.12028,-1.8595,0,0,0,0,0
